id,location,latitude,longitude,postalCode,walkScore,propertyType,style,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage,price
492,"3810+Autumnwood+Street,Emerald+Woods+Ottawa",45.3436534,-75.6430893,K1T 2G8,23,Residential,Detached,1983,4,3,6,2,30.48,14.5,"599,000"
493,"371+Holland+Avenue,Ottawa+Ottawa",45.3940847,-75.7283231,,75,,2-Storey,,3,2,,,,,"660,000"
494,"3619+Dalmac+Road,Osgoode+Ottawa",45.1582573,-75.5311065,K0A 2W0,1,Residential,Detached,1900,3,2,20,2,0,30.31,"774,900"
495,"319+Crichton+Street,Lindenlea+Ottawa",45.4387302,-75.6793415,K1M 1W3,83,Residential,Row Unit,1887,1,1,0,0,6.95,4.42,"435,000"
496,"523+Earnscliffe+Grove,Manotick+Ottawa",45.2643758,-75.6955195,K4M 0E1,12,Residential,Row Unit,2015,4,4,3,1,33.03,6.13,"549,900"
497,"1603+-+242+Rideau+Street,Sandy+Hill+Ottawa",45.4278254,-75.6871333,K1N 0B7,96,Residential,Apartment,2014,1,1,1,1,0,0,"519,000"
498,"1589+Balena+Avenue,Riverview+Park+Ottawa",45.406081,-75.6455481,K1G 0X1,32,Residential,Detached,1966,3,4,3,1,33.53,16.48,"890,000"
499,"14+Monet+Court,Upper+Hunt+Club+Ottawa",45.3569134,-75.6352698,K1T 4B6,34,Residential,Detached,2002,5,5,8,2,28.01,10.27,"1,325,000"
500,"1819+Rideau+Road,Gloucester+Ottawa",45.2725546,-75.6353259,K1X 1E1,1,Residential,Detached,1976,3,2,4,4,42.67,30.48,"499,900"
501,"509+Rideau+Street,Ottawa",45.4318768,-75.6785423,K1N 5Z5,88,Commercial,,,,,1,,5.94,7.13,"517,000"
502,"2106+Chalmers+Road,Faircrest+Heights+Ottawa",45.3899939,-75.6740744,K1H 6K4,60,Residential,Detached,1997,4,2,8,3,24.44,27.9,"1,239,000"
503,"1+Silverthorn+Court,Stonebridge+Ottawa",45.2603282,-75.7229716,K2J 4Y5,8,Residential,Detached,2001,3,2,4,2,37.5,18.53,"779,900"
504,"75+Broadway+Avenue,The+Glebe+Ottawa",45.396021,-75.6920889,K1S 2V5,65,Residential,Detached,1924,3,3,1,0,28.96,12.19,"1,050,000"
505,"103+-+950+Marguerite+Avenue,Overbrook+Ottawa",45.4281122,-75.6663928,K1K 3T8,69,Residential,Apartment,2009,1,1,1,1,0,0,"325,000"
506,"169+Borealis+Crescent,Rockliffe+Mews+Ottawa",45.4377545,-75.6307835,K1K 4T9,34,Residential,Detached,2003,2,2,4,2,31.09,13.6,"799,900"
507,"75+Cameron+Avenue,Old+Ottawa+South+Ottawa",45.3910191,-75.6822534,K1S 0W8,81,Residential,Detached,1925,3,1,2,0,26.67,12.19,"825,000"
508,"5+Pansy+Avenue,Old+Ottawa+South+Ottawa",45.3921446,-75.6909151,K1S 2W5,57,Residential,Semi Detached,1911,3,2,1,0,28.04,5.61,"725,000"
509,"274+Faircrest+Road,Faircrest+Heights/alta+Vista+Ottawa",45.3975197,-75.6589138,K1H 5E1,20,Residential,Detached,1978,5,2,8,2,34.61,18.29,"1,185,000"
510,"13+Tanmount+Way,Kanata+Lakes/+Heritage+Hills+Ottawa",45.3184313,-75.9277186,K2T 1H2,33,Residential,Detached,2001,4,3,6,2,31.97,15.17,"899,000"
511,"305+Clemow+Avenue,Ottawa+Ottawa",45.4026751,-75.6984251,,�,,3-Storey,,5,5,,,,,
512,"319+Livery+Street,Fernbank+Crossing+Ottawa",45.2743921,-75.8916342,K2V 0B4,1,Residential,Row Unit,2016,3,3,2,1,32.75,7.79,"499,900"
513,"1891+Montmere+Avenue,Notting+Hill+Ottawa",45.4596232,-75.4548045,K4A 0E7,13,Residential,Detached,2009,4,3,5,2,32.01,12.82,"699,900"
514,"253+Mackay+Street,New+Edinburgh+Ottawa",45.4407566,-75.683614,K1M 2B4,69,Residential,Semi Detached,1912,2,2,2,0,25.26,15.36,"1,095,000"
515,"1268+Carp+Road,Stittesville+Ottawa",45.2673083,-75.9319501,K2S 1B9,65,Multifamily,,,,,8,0,31.46,27.41,"899,000"
516,"6058+Pineglade+Crescent,Chapel+Hill+South+Ottawa",45.4425864,-75.5323408,K1W 1H1,18,Residential,Row Unit,1993,3,3,3,1,32,6.1,"429,900"
517,"4+Birchdale+Avenue,Britannia+Ottawa",45.3545644,-75.8089913,K2H 5A2,75,Residential,Semi Detached,1990,4,3,3,1,30.48,7.92,"599,000"
518,"303+-+190+Guelph+Private,Richardson+Ridge+Ottawa",45.3141326,-75.9376287,K2T 0J7,6,Residential,Apartment,2014,2,2,1,1,0,0,"420,000"
519,"2018+Quincy+Avenue,Beacon+Hill+North+Ottawa",45.4609086,-75.606787,K1J 6B3,10,Residential,Detached,1970,5,2,5,1,30.48,18.29,"649,900"
520,"6+Robert+Kemp+Street,Kemp+Park+Ottawa",45.3369457,-75.6057892,K1T 3W9,8,Residential,Detached,1958,3,3,6,0,46.94,41.45,"1,439,900"
521,"10+Robert+Kemp+Street,Kemp+Park+Ottawa",45.3369457,-75.6057892,K1T 3W9,8,Lots/Acreage,,,,,,,46.94,13.72,"320,000"
522,"6+Robert+Kemp+Street,Kemp+Park+Ottawa",45.3369457,-75.6057892,K1T 3W9,9,Lots/Acreage,,,,,,,34.44,15,"320,000"
523,"8+Robert+Kemp+Street,Kemp+Park+Ottawa",45.3363017,-75.6052923,K1T 3W9,8,Residential,Detached,1958,3,3,6,0,34.44,27.84,"799,900"
524,"903+-+70+Landry+Street,Beechwood+Village/vanier+Ottawa",45.4378758,-75.6722001,K1L 0A8,80,Residential,Apartment,2010,1,1,1,1,0,0,"349,900"
525,"1103+-+333+Chapel+Street,Sandy+Hill+Ottawa",45.4263783,-75.6768759,K1N 8Y8,80,Residential,Apartment,1974,2,2,1,0,0,0,"427,500"
526,"210+Durocher+Street,Vanier+Ottawa",45.4363869,-75.6663129,K1L 7S4,77,Multifamily,,1930,,,2,,30.18,10.36,"499,000"
527,"2169+Stonehenge+Crescent,Pineview+Ottawa",45.420327,-75.5975496,K1B 4N7,47,Residential,Row Unit,1974,4,2,1,0,0,0,"329,900"
528,"1333+Normandy+Crescent,Carleton+Heights+Ottawa",45.3564412,-75.7059285,K2C 0N2,35,Residential,Detached,,3,2,4,0,19.29,28.78,"599,900"
529,"1712+-+515+St+Laurent+Boulevard,The+Highlands+Ottawa",45.4441568,-75.6475355,K1K 3X5,72,Residential,Apartment,1971,2,1,1,1,0,0,"259,900"
530,"732+Teasel+Way,Leitrim+Ottawa",45.3275664,-75.5890526,K1T 0L9,10,Residential,Row Unit,2017,3,4,3,1,30,6,"579,900"
531,"1062+Silver+Street,Carlington+Ottawa",45.3773928,-75.7291271,K1Z 6H9,48,Lots/Acreage,,,,,,,30.48,15.24,"529,000"
532,"1206+-+1480+Riverside+Drive,Alta+Vista+Ottawa",45.4105887,-75.6609324,K1G 5H2,34,Residential,Apartment,1991,2,2,1,1,0,0,"675,000"
533,"213+Romulus+Private,Carson+Grove+Ottawa",45.4451664,-75.6239176,K1K 3Y2,41,Residential,Row Unit,1975,4,2,2,1,0,0,"299,900"
534,"402+-+2625+Regina+Street,Britannia+Ottawa",45.3663657,-75.7916808,K2B 5W8,64,Residential,Apartment,1973,2,1,1,1,0,0,"285,000"
535,"47+Grandcourt+Drive,Centrepointe+Ottawa",45.3397303,-75.7682074,K2G 5W9,31,Residential,Row Unit,1990,3,3,2,1,0,0,"520,000"
536,"223+Grandview+Road,Crystal+Bay+Ottawa",45.3627697,-75.8599995,K2H 8B9,3,Residential,Detached,1960,4,3,5,1,68.58,42.67,"1,199,900"
537,"12+Davidson+Drive,Rothwell+Hights+Ottawa",45.4499057,-75.6143454,K1J 6L9,30,Residential,Detached,1953,3,2,6,2,47.85,30.48,"998,000"
538,"2220+Caroltodd+Drive,Bearbrook+Golf+Course+Ottawa",45.3975208,-75.3586924,K4B 0E9,1,Residential,Detached,1989,5,3,10,3,68.13,55,"744,900"
539,"1062+Silver+Street,Carlington+Ottawa",45.3773928,-75.7291271,K1Z 6H9,48,Lots/Acreage,,,,,,,30.48,15.24,"529,000"
540,"602+-+101+Richmond+Road,Westboro+Ottawa",45.396656,-75.7440303,K1Z 0A6,81,Residential,Apartment,2012,2,2,1,1,0,0,"460,000"
541,"906+-+201+Parkdale+Avenue,Ottawa",45.4062297,-75.7320907,K1Y 1E8,73,Residential,Apartment,2011,1,1,0,0,0,0,"329,900"
542,"39+Windhurst+Drive,Chapman+Mills+Ottawa",45.2796013,-75.7175143,K2G 6K9,46,Residential,Detached,1998,4,3,4,2,22.5,12.42,"649,900"
543,"27+Higwood+Drive,Parkwood+Hills/skyline+Ottawa",45.3609522,-75.7240897,,33,Single Family,,1960,3,2,,,,,"750,000"
544,"106+Warrior+Street,Trailwest+Ottawa",45.2810294,-75.8954946,K2S 1E7,2,Residential,Detached,2020,4,4,4,2,30.5,9.15,"799,000"
545,"82+Templeton+Street,Sandy+Hill+Ottawa",45.4213759,-75.676337,K1N 6X3,77,Residential,Semi Detached,2016,3,4,1,0,24.38,5.87,"999,999"
546,"127+Joshua+Street,Mer+Bleu/bradley+Estates+Ottawa",45.4255142,-75.5221684,K1W 0A4,1,Residential,Detached,2008,4,4,6,2,30,12.2,"649,900"
547,"125+Banchory+Crescent,Ottawa",45.3505623,-75.9224938,K2K 2V5,52,Residential,Row Unit,1996,2,2,2,1,31.93,6.09,"399,900"
548,"1802+-+90+George+Street,Byward+Market+Ottawa",45.4271927,-75.6909195,K1N 0A8,96,Residential,Apartment,2009,2,3,2,2,0,0,"2,988,000"
549,"358+Somerset+Street,Ottawa",45.415334,-75.6964708,K1A 6W9,68,Residential,Detached,1938,5,5,4,2,12.19,28.35,"1,599,900"
550,"49+-+890+Cahill+Drive,Hunt+Club+Estates+Ottawa",45.3482551,-75.6637782,K1V 9A4,41,Residential,Row Unit,1974,3,2,1,0,0,0,"339,000"
551,"3+Delong+Drive,Rothwell+Heights+Ottawa",45.4535773,-75.6087386,K1J 7E7,18,Residential,Detached,1991,6,6,9,3,0,79.88,"1,549,000"
552,"31+-+2057+Jasmine+Crescent,Beacon+Hill+South+Ottawa",45.4420771,-75.5957349,K1J 7W2,51,Residential,Row Unit,1971,4,2,1,0,0,0,"299,000"
553,"1886+March+Road,Rural+Kanata+Ottawa",45.3520246,-75.9964245,K2K 1X7,1,Lots/Acreage,,,,,,,127.11,63.61,"249,900"
554,"B+-+470+Sunnyside+Avenue,Old+Ottawa+South+Ottawa",45.3907876,-75.6914532,K1S 0S9,57,Residential,Semi Detached,2015,3,4,1,0,30.18,4.54,"779,000"
555,"208+-+354+Gladstone+Avenue,Centretown+Ottawa",45.4144914,-75.688008,K2P 0R4,94,Residential,Apartment,2012,1,1,0,0,0,0,"344,900"
556,"292+Ponderosa+Street,Abbottsville+Crossing+Ottawa",45.2847737,-75.894932,K2V 0N4,9,Residential,Detached,2019,4,4,4,2,43.92,10.67,"899,900"
557,"35+Sedona+Street,Longfields+Ottawa",45.2970016,-75.7322709,K2J 4K4,43,Residential,Row Unit,1994,3,2,3,1,36.8,6.1,"419,900"
558,"296+London+Terrace,Manor+Park+East+Ottawa",45.4527528,-75.6494759,K1K 2W2,50,Residential,Stacked,2011,2,2,1,0,0,0,"369,000"
559,"17+Nirmala+Drive,Cumberland+Estates+Ottawa",45.5067675,-75.3814822,K4C 1A9,1,Lots/Acreage,,,,,,,110.2,66.69,"375,000"
560,"30+Herrington+Court,Crystal+Beech+Ottawa",45.3453133,-75.8343397,K2H 5N7,10,Residential,Detached,1960,4,2,3,1,46.02,13.72,"669,000"
561,"308+Sanctuary+Private,Greystone+Village+Ottawa",45.4097091,-75.6777846,K1S 0H9,47,Residential,Detached,2019,4,4,2,2,0,7.29,"1,500,000"
562,"130+Ironstone+Court,Jordan+Estates+Ottawa",45.2328991,-75.9282797,K2S 0L4,1,Residential,Detached,2008,5,5,20,16,92.66,86.87,"2,290,000"
563,"1804+-+500+Laurier+Avenue,Centre+Town+Ottawa",45.4157727,-75.7051665,K1R 5E1,90,Residential,Apartment,1976,2,2,1,1,0,0,"389,500"
564,"40+-+800+Melwood+Avenue,Glabar+Park+Ottawa",45.3730756,-75.7632449,K2A 3C3,73,Residential,Row Unit,2009,2,3,2,1,0,7.98,"699,000"
565,"404+Princeton+Avenue,Mckellar/highland+Ottawa",45.3860564,-75.7542433,K2A 4G2,69,Residential,Detached,1993,3,3,3,1,20.12,21.34,"1,149,900"
566,"300+Avondale+Avenue,Westboro+Ottawa",45.3859087,-75.7483585,K1Z 7G8,60,Residential,Detached,1940,3,2,2,0,24.94,10.67,"850,000"
567,"1108+-+200+Lafontaine+Avenue,Vanier+Ottawa",45.4376405,-75.6559906,K1L 8K8,75,Residential,Apartment,1987,2,2,1,1,0,0,"299,900"
568,"210+-+323+Winona+Avenue,Westboro+South+Ottawa",45.394988,-75.7544184,K1Z 6T6,80,Residential,Apartment,2011,1,1,1,1,0,0,"399,000"
569,"215+North+River+Road,Kingsview+Park+Ottawa",45.4364366,-75.672139,K1L 8B5,71,Residential,Detached,,6,4,8,2,0,8.41,"1,249,000"
570,"256+Columbus+Avenue,Overbrook+Ottawa",45.4267661,-75.6560063,,,,,,,,,,,,
571,"252+Richardson+Avenue,Woodroffe/carlingwood+Ottawa",45.371576,-75.7791606,K2B 5G6,67,Residential,Detached,2016,3,4,2,1,30.48,12.5,"975,000"
572,"325+Frontenac+Street,Vanier+Ottawa",45.4348568,-75.6558491,K1L 6K6,77,Lots/Acreage,,,,,,,24.99,14.02,"449,000"
573,"325+Frontenac+Street,Vanier+Ottawa",45.4348568,-75.6558491,K1L 6K6,77,Lots/Acreage,,,,,,,24.99,14.02,"449,000"
574,"550+Foxview+Place,Cfb+Rockcliffe+Ottawa",45.448206,-75.6306566,K1K 4C4,50,Residential,Semi Detached,1984,4,4,5,1,35.2,9.93,"749,900"
575,"176+Jasper+Crescent,Rockland+East+Ottawa",45.5478342,-75.2803379,K4K 0A3,10,Residential,Detached,2010,4,3,6,2,40.27,16.91,"799,000"
576,"6202+Nick+Adams+Road,Adams+Estates+Ottawa",45.2233633,-75.5985355,K4P 1H2,1,Lots/Acreage,,,,,,,200.83,44.99,"249,000"
577,"86+Richlin+Crescent,Lincoln+Heights+Ottawa",45.3694075,-75.787464,K2B 8K4,52,Residential,Detached,1982,5,3,1,1,29.55,15.61,"666,600"
578,"309+-+540+Cambridge+Street,Glebe+Annex+Ottawa",45.4008531,-75.7013472,K1S 5M7,68,Residential,Apartment,1989,2,2,1,1,0,0,"429,900"
579,"669+Ellen+Avenue,Elmvale+Acres+Ottawa",45.393089,-75.6390713,K1G 2Z5,21,Residential,Detached,1960,3,2,6,1,34.23,10.64,"699,900"
580,"2215+Halifax+Drive,Elmvale+Acres+/+Urbandale+Ottawa",45.3890574,-75.6235407,K1G 2W4,46,Residential,Detached,1961,3,2,3,0,30.48,15.24,"524,900"
581,"302+-+1+Meridian+Place,Centrepointe+Ottawa",45.3416286,-75.7593404,K2G 6N1,61,Residential,Apartment,1998,2,2,1,1,0,0,"420,000"
582,"4301+Innes+Road,Orleans+Ottawa",45.4592467,-75.4948022,K1C 1T1,64,Commercial,,,,,,,60.96,22.86,"1,200,000"
583,"133+Bufflehead+Way,Findlay+Creek+Ottawa",45.3161386,-75.6088731,K1T 0G4,18,Residential,Detached,2010,4,3,4,2,33.13,13.72,"789,900"
584,"1656+Canemore+Crescent,Fallingbrook+Ottawa",45.4749655,-75.4874222,K4A 1S6,47,Residential,Detached,1987,4,3,6,2,30.5,15.2,"690,000"
585,"2235+Esprit+Drive,Avalon+Ottawa",45.4541402,-75.472854,K4A 4Z4,30,Residential,Detached,2004,3,4,3,1,26.5,11.6,"649,000"
586,"169+Mountshannon+Drive,Longfields+Ottawa",45.2902455,-75.7392823,K2J 4M9,37,Residential,Semi Detached,1998,3,2,3,1,32,7.58,"499,900"
587,"1394+Raven+Avenue,Carlington+Ottawa",45.3778607,-75.7359622,K1Z 7Y4,61,Multifamily,,1940,,,5,,30.18,15.24,"495,000"
588,"2684+Marie+Street,Britannia+Ottawa",45.3622083,-75.7921107,K2B 7E4,66,Residential,Detached,,6,2,6,0,30.48,15.24,"949,000"
589,"1944+Summerfields+Crescent,Chapel+Hill+Ottawa",45.4493686,-75.5328963,K1C 7B5,28,Residential,Row Unit,1989,3,3,2,1,0,0,"399,900"
590,"1302+Meadowlands+Drive,Parkwood+Hills+Ottawa",45.3569358,-75.7278359,K2E 6K5,58,Residential,Semi Detached,1960,4,2,5,1,30.48,10.67,"510,000"
591,"54+Perrin+Avenue,Fraserd+Cedargrove+Barrhaven+Ottawa",45.273905,-75.7658733,K2J 2X5,30,Residential,Detached,1989,4,3,6,2,43.76,12.55,"699,888"
592,"620+Rowanwood+Avenue,Mckellar/highland+Ottawa",45.3797037,-75.767008,K2A 3E2,58,Residential,Detached,2019,6,5,4,2,35.05,15.24,"2,295,000"
593,"4+Barbara+Ann+Private,Parkway+Park+Ottawa",45.3477711,-75.7719507,K2C 3V2,45,Residential,Row Unit,1984,4,3,2,1,0,0,"499,900"
594,"306+-+180+York+Street,Byward+Market+Ottawa",45.4298474,-75.6880158,K1N 1J6,97,Residential,Apartment,2003,1,1,1,1,0,0,"309,900"
595,"210+-+360+Patricia+Avenue,Westboro+Ottawa",45.3964741,-75.7449689,K1Z 0A8,82,Residential,Apartment,2013,1,1,1,1,0,0,"409,900"
596,"3040+Sable+Ridge+Drive,Upper+Hunt+Club+Ottawa",45.3579412,-75.631894,K1T 3R9,30,Residential,Detached,1995,4,3,4,2,34.83,17.23,"699,000"
597,"97+Lebreton+N+Street,Centretown+West+Ottawa",45.4078999,-75.7078669,K1R 7H3,89,Residential,Semi Detached,2016,3,3,1,0,8.84,6,"724,900"
598,"270+Bruyere+Street,Lower+Town+Ottawa",45.4346368,-75.6894489,K1N 5E6,75,Residential,Detached,1965,8,3,4,4,30.18,12.12,"1,125,000"
599,"222+Pingwi+Place,Findlay+Creek+Ottawa",45.30954,-75.5921922,K1X 0G1,10,Residential,Detached,2020,3,3,4,2,32,10.81,"795,000"
600,"9+Roundhay+Drive,Manordale+Ottawa",45.3285302,-75.7642857,K2G 1B6,18,Residential,Detached,1960,4,2,6,2,30.48,22.86,"699,000"
601,"211+-+255+Bay+Street,Centretown+Ottawa",45.4166412,-75.7052652,K1R 0C5,92,Residential,Apartment,2017,0,1,0,0,0,0,"299,000"
602,"1505+-+245+Kent+Street,Ottawa",45.4162921,-75.6999007,K2P 0A5,97,Residential,Apartment,2009,1,1,1,1,0,0,"369,000"
603,"609+-+575+Byron+Street,Mckellar/highland+Ottawa",45.3901289,-75.756893,K2A 1R7,75,Residential,Apartment,2012,2,2,1,0,0,0,"639,000"
604,"547+Paine+Avenue,Kanata+Lakes/heritage+Hills+Ottawa",45.3054784,-75.937389,K2S 1B9,4,Residential,Detached,2016,5,4,4,2,31.86,11.02,"824,900"
605,"30+Sweetbay+Circle,Stittsville+Ottawa",45.2833187,-75.9281417,K2S 0W8,13,Residential,Detached,2016,4,3,3,1,26.84,9.14,"649,900"
606,"6057+Renaud+Road,Mer+Bleue/bradley+Estates+Ottawa",45.4286117,-75.5204426,K1C 7G4,1,Residential,Detached,2008,6,4,8,5,47.24,30.48,"1,399,000"
607,"PH1+-+7+Kippewa+Drive,Dows+Lake+Ottawa",45.3990266,-75.6990567,K1S 3G3,61,Residential,Apartment,1985,2,2,1,1,0,0,"625,000"
608,"1001+-+199+Slater+Street,Centretown+Ottawa",45.4199156,-75.6989661,K1P 0C8,97,Residential,Apartment,2016,1,1,0,0,0,0,"399,500"
609,"39+Patterson+Avenue,Glebe+Ottawa",45.4095078,-75.6847679,K1S 1X9,85,Residential,Detached,1914,5,5,3,0,29.87,10.97,"1,350,000"
610,"2564+Alta+Vista+Drive,Alta+Vista+Ottawa",45.37633,-75.6611157,K1V 7T2,79,Residential,Detached,1955,4,3,4,1,32,21.95,"689,900"
611,"72+St+Andrew+Street,Lower+Town+Ottawa",45.4312378,-75.6953485,K1N 5G1,87,Multifamily,,1900,,,0,,20.3,11.66,"1,750,000"
612,"93+Cohen+Avenue,Katimavik+Ottawa",45.3163733,-75.8863993,K2L 4G4,29,Residential,Row Unit,1997,3,3,3,1,33.56,7.48,"499,900"
613,"4078+Greenbank+Road,Manotick+Ottawa",45.2317684,-75.723652,K2C 3H2,1,Residential,Detached,,5,3,30,9,179.22,76.2,"1,550,000"
614,"1501+Creagan+Court,Cumberland+Ottawa",45.5034211,-75.3705271,K4C 0A5,1,Residential,Detached,2015,6,5,12,5,141.24,75.62,"1,575,000"
615,"1708+-+195+Besserer+Street,Sandy+Hill/byward+Market+Ottawa",45.4275212,-75.6869208,K1N 0B6,96,Residential,Apartment,2015,0,1,0,0,0,0,"312,000"
616,"801+-+38+Metropole+Private,Westboro+Ottawa",45.3975965,-75.7505611,K1Z 1E9,80,Residential,Apartment,2004,4,3,2,2,0,0,"1,149,000"
617,"296+Harthill+Way,Nepean+Ottawa",45.2618907,-75.7645331,,34,,2-Storey,,4,4,,,,,"706,000"
618,"1405+-+324+Laurier+Avenue,Centre+Town+Ottawa",45.4181921,-75.6993538,K1P 0A4,98,Residential,Apartment,2009,1,1,1,1,0,0,"399,000"
619,"97+Haxby+Private,Hunt+Club+Park-greenboro+Ottawa",45.3467286,-75.6656,K1T 3C2,15,Residential,Row Unit,1987,3,3,2,1,0,0,"315,000"
620,"169+Cowley+Avenue,Ottawa+West+Ottawa",45.4037505,-75.7453541,K1Y 0G8,53,Residential,Semi Detached,2020,4,3,3,1,30.48,7.62,"1,349,000"
621,"206+H+-+458+King+Edward+Avenue,Sandy+Hill+Ottawa",45.4271658,-75.6846348,K1N 0B4,95,Residential,Apartment,2015,2,2,1,1,0,0,"369,900"
622,"506+-+330+Loretta+Avenue,West+Centre+Town+Ottawa",45.3965002,-75.7119817,K1S 4E8,75,Residential,Apartment,2010,1,1,1,1,0,0,"375,000"
623,"307+Galston+Private,Eastboro+Ottawa",45.4310173,-75.5101537,K1W 0G3,1,Residential,Stacked,2013,2,2,1,0,0,0,"392,000"
624,"21+Cedar+Road,Rothwell+Heights+Ottawa",45.4487747,-75.6063518,K1J 6L6,35,Lots/Acreage,,,,,,,92.2,24.48,"868,000"
625,"21+Cedar+Road,Rothwell+Heights+Ottawa",45.4487747,-75.6063518,K1J 6L6,35,Lots/Acreage,,,,,,,85.74,24.48,"886,000"
626,"813+Tabaret+Street,Trailwest+Ottawa",45.2768569,-75.867522,K2M 0E4,42,Residential,Row Unit,2011,3,3,3,1,31.5,7.78,"560,000"
627,"243+Bolton+Street,Ottawa+Ottawa",45.4355128,-75.6926748,K1N 5B5,77,Residential,Semi Detached,,3,2,4,0,30.18,11.09,"1,250,000"
628,"30+Monkland+Avenue,The+Glebe+Ottawa",45.4078048,-75.6856972,K1S 1Y9,83,Residential,Detached,,7,7,7,2,27.43,22.86,"2,350,000"
629,"704+-+1380+Prince+Of+Wales+Drive,Carleton+Square+Ottawa",45.3696336,-75.7029089,K2C 3N5,51,Residential,Apartment,1975,2,1,1,1,0,0,"234,900"
630,"154+Viewmount+Drive,Crestview/meadownlands+Ottawa",45.3427297,-75.7318094,K2G 3B7,62,Residential,Semi Detached,,3,2,6,1,34.32,11.3,"500,000"
631,"31+Winding+Way,Winding+Way+Ottawa",45.2894482,-75.7003786,K2C 3H1,11,Lots/Acreage,,,,,,,67.97,30.56,"1,099,000"
632,"610+-+100+Champagne+Avenue,West+Centre+Town+Ottawa",45.3983203,-75.711752,K1S 4P4,80,Residential,Apartment,2013,1,1,0,0,0,0,"369,900"
633,"6419+Old+Richmond+Road,Richmond/twin+Elm+Ottawa",45.2310082,-75.8087121,K0A 2Z0,1,Residential,Detached,1988,4,5,20,3,93.2,126.78,"999,900"
634,"501+-+309+Cumberland+Street,Byward+Market+Ottawa",45.4258494,-75.6857901,K1N 7J1,96,Residential,Apartment,1987,2,2,1,1,0,0,"289,000"
635,"6728+Notre+Dame+Street,Chateauneuf+Ottawa",45.4654371,-75.5336082,K1C 1H3,54,Residential,Detached,2020,4,3,6,2,96.48,11.29,"689,000"
636,"111+Cheltenham+Private,Chateaus+Of+Hunt+Club+Ottawa",45.3428187,-75.689301,K1V 0L5,30,Residential,Row Unit,1984,3,3,2,1,0,0,"398,000"
637,"127+Clegg+Street,Ottawa+East+Ottawa",45.407289,-75.6744462,K1S 5P7,47,Residential,Detached,2018,3,4,2,2,24.06,9,"1,725,000"
638,"901+-+530+De+Mazenod+Avenue,Ottawa",45.4086952,-75.6747604,K1S 5W8,52,Residential,Apartment,2020,3,3,2,2,0,0,"1,695,000"
639,"113F+-+250+Fountain+Place,Sandy+Hill+Ottawa",45.4330885,-75.6726137,K1N 9N7,79,Residential,Stacked,1992,2,3,1,1,0,0,"499,900"
640,"1609+-+200+Rideau+Street,Byward+Market+Ottawa",45.4274754,-75.6883037,K1N 5Y1,97,Residential,Apartment,2008,1,1,0,0,0,0,"399,900"
641,"107+-+429+Somerset+Street,Centre+Town+Ottawa",45.4188401,-75.6886918,K2P 2P5,95,Residential,Apartment,2003,1,1,0,0,0,0,"325,000"
642,"1585+Rosebella+Avenue,Blossom+Park+Ottawa",45.3473657,-75.6305593,K1T 1E9,46,Residential,Detached,1955,3,2,5,1,30.18,18.29,"669,000"
643,"94+-+3535+St+Joseph+Boulevard,Terra+Nova+Estates+Ottawa",45.4878225,-75.492181,K1C 1T1,10,Residential,Detached,1976,2,1,5,0,0,0,"130,000"
644,"52+Cleadon+Drive,Crystal+Beach+Ottawa",45.3440346,-75.8358056,K2H 5P3,8,Residential,Detached,1962,4,2,3,1,30.48,19.81,"699,000"
645,"910+-+158+Mcarthur+Avenue,Chateau+Vanier+Ottawa",45.4306971,-75.6632178,K1L 7E7,76,Residential,Apartment,1977,2,1,1,1,0,0,"255,500"
646,"56+Stevenson+Avenue,Carlington+Ottawa",45.3869397,-75.7269942,K1Z 6N1,69,Residential,Detached,1925,4,2,3,0,30.49,12.35,"799,000"
647,"216+-+238+Besserer+Street,Sandy+Hill+Ottawa",45.4276512,-75.6859629,K1N 6B1,95,Residential,Apartment,2012,2,2,0,0,0,0,"450,000"
648,"1827+Kingsdale+Avenue,Blossom+Park+Ottawa",45.350866,-75.6198882,K1T 1H7,31,Residential,Detached,1950,4,4,5,2,30.54,29.72,"699,000"
649,"2778+Quinn+Road,Emerald+Woods/sawmill+Creek+Ottawa",45.3163405,-75.6244554,K1T 3V5,1,Residential,Detached,1965,6,2,15,3,90.53,39.62,"878,000"
650,"1939+Caprihani+Way,Springridge+Ottawa",45.4809849,-75.4609587,K4A 4T4,16,Residential,Detached,2004,6,4,6,2,40.02,15.24,"799,900"
651,"406+-+20+The+Driveway+Avenue,Golden+Triangle+Ottawa",45.4194649,-75.6846786,K2P 1C8,82,Residential,Apartment,1974,2,2,1,1,0,0,"1,099,900"
652,"25+Nirmala+Drive,Cumberland+Estates+Ottawa",45.5067675,-75.3814822,K4C 1A9,1,Lots/Acreage,,,,,,,133.97,54.81,"375,000"
653,"706+-+245+Kent+Street,Centretown+Ottawa",45.4162921,-75.6999007,K2P 0A5,97,Residential,Apartment,2009,1,1,0,0,0,0,"369,900"
654,"1903+-+235+Kent+Street,Centre+Town+Ottawa",45.4165446,-75.6994549,K2P 1Z9,96,Residential,Apartment,2010,2,2,1,1,0,0,"617,500"
655,"170+Blenheim+Drive,Rockcliffe+Park+Ottawa",45.4530719,-75.6637077,K1L 5B5,25,Residential,Detached,1960,4,3,6,2,30.48,30.48,"1,349,900"
656,"14+Manchester+Street,Stittsville+Ottawa",45.258205,-75.9224493,K2S 0R8,45,Residential,Detached,2020,5,3,6,2,32.4,17.68,"985,000"
